months_as_customer,age,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,auto_make,auto_model,collision_type_missing,property_damage_missing,police_report_available_missing,authorities_contacted_missing,injury_share,property_share,target,days_since_bind,incident_month,incident_dow,incident_weekend,policy_bind_year,policy_bind_month,policy_bind_quarter,is_holiday,holiday_window_2d,hour_sin,hour_cos,hour_bin_4,vehicle_age,csl_per_person,csl_per_incident,street_type,vehicle_age_bucket,vehicle_tier,body_type,claim_amount_risk_band,claim_amount_risk_band_encoded,days_since_bind_bucket_final,customer_tenure_bucket,umbrella_limit_bin,policy_annual_premium_bin,days_since_bind_bin,is_high_risk_premium
440,55,IL,500,1275.62,0,FEMALE,Associate,priv-house-serv,other-relative,0,-56200,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,3,YES,2,1,NO,61400,Nissan,Ultima,0,0,0,0,0.1,0.1,0,807,1,4,0,2012,11,4,0,0,-1.0,-1.8369701987210294e-16,Evening (18-23),20,250,500,Hwy,old,mid,sedan,high,2,3y,5y+,"(-0.001, 2000000.0]","(1257.2, 1322.372]","(-0.001, 908.2]",0
478,63,IL,1000,1292.3,0,MALE,High School,adm-clerical,own-child,47600,0,Parked Car,Missing,Minor Damage,Missing,VA,1,YES,1,3,NO,4700,Dodge,Neon,1,0,0,1,0.2,0.1,1,2063,2,5,1,2009,6,2,0,0,0.9659258262890684,0.2588190451025207,Night (0-5),8,250,500,Lane,old,mid,other,low,0,6y,5y+,"(-0.001, 2000000.0]","(1257.2, 1322.372]","(1984.8, 2909.4]",0
230,44,IN,2000,1009.37,0,FEMALE,College,prof-specialty,other-relative,45400,-39400,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,1,NO,0,2,YES,74140,BMW,X5,0,0,0,0,0.1818181818181818,0.1818181818181818,0,5349,2,1,0,2000,6,2,0,1,-0.9659258262890684,0.2588190451025203,Evening (18-23),0,250,500,Ave,new,premium,suv,high,2,15y,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(4682.0, 5658.2]",0
138,30,OH,500,1093.07,4000000,FEMALE,PhD,other-service,wife,27700,-72400,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,1,Missing,2,2,NO,83160,Volkswagen,Jetta,0,1,0,0,0.0833333333333333,0.1666666666666666,0,4745,1,1,0,2002,1,1,0,0,0.0,1.0,Night (0-5),4,500,1000,Hwy,mid,mid,other,high,2,15y,5y+,"(2000000.0, 6000000.0]","(1050.656, 1124.663]","(4682.0, 5658.2]",0
239,41,OH,1000,1325.44,7000000,FEMALE,JD,farming-fishing,other-relative,51400,-6300,Parked Car,Missing,Trivial Damage,Police,NC,1,Missing,0,2,YES,10790,Mercedes,E400,1,1,0,0,0.1538461538461538,0.0769230769230769,0,464,2,2,0,2013,11,4,0,1,-0.5000000000000004,0.8660254037844384,Evening (18-23),2,250,500,Drive,new,premium,other,low,0,2y,5y+,"(6000000.0, 10000000.0]","(1322.372, 1385.327]","(-0.001, 908.2]",1
93,31,IL,2000,1017.18,0,FEMALE,MD,prof-specialty,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,3,YES,1,3,NO,48070,Saab,92x,0,0,0,0,0.1818181818181818,0.1818181818181818,0,2591,2,1,0,2008,1,1,0,1,-0.7071067811865477,0.7071067811865474,Evening (18-23),1,100,300,Ave,new,low,other,medium,1,8y,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(1984.8, 2909.4]",0
37,25,OH,1000,1221.17,0,FEMALE,Masters,protective-serv,not-in-family,49300,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,3,YES,0,0,YES,51030,Suburu,Impreza,0,0,0,0,0.1111111111111111,0.2222222222222222,0,4344,1,5,1,2003,3,1,0,0,0.8660254037844386,0.5000000000000001,Night (0-5),19,100,300,St,old,mid,other,medium,1,12y,3–5y,"(-0.001, 2000000.0]","(1197.974, 1257.2]","(3830.6, 4682.0]",0
254,40,IN,500,1927.87,0,MALE,MD,prof-specialty,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,1,YES,0,1,Missing,43280,Honda,Civic,0,0,1,0,0.0,0.125,1,7533,1,2,0,1994,6,2,0,1,0.4999999999999999,-0.8660254037844387,Morning (6-11),19,100,300,Lane,old,mid,other,medium,1,20y+,5y+,"(-0.001, 2000000.0]","(1564.724, 2047.59]","(6660.4, 7554.4]",0
131,29,IN,1000,978.27,0,FEMALE,Associate,sales,own-child,65700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,1,Missing,1,3,NO,76400,Suburu,Forrestor,0,1,0,0,0.2,0.1,0,579,2,1,0,2013,7,3,0,1,0.9659258262890684,0.2588190451025207,Night (0-5),12,250,500,Ridge,old,mid,other,high,2,2y,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(-0.001, 908.2]",0
230,43,IN,2000,1221.14,0,MALE,MD,prof-specialty,wife,48100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,1,Missing,0,2,Missing,75460,Audi,A5,0,1,1,0,0.1818181818181818,0.1818181818181818,0,4574,1,2,0,2002,6,2,0,0,-0.2588190451025203,-0.9659258262890684,Afternoon (12-17),13,100,300,Ridge,old,premium,sedan,high,2,15y,5y+,"(-0.001, 2000000.0]","(1197.974, 1257.2]","(3830.6, 4682.0]",0
313,50,OH,2000,1255.62,0,MALE,MD,armed-forces,unmarried,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,3,YES,2,1,YES,69000,Ford,F150,0,0,0,0,0.2,0.1,1,3869,2,0,0,2004,6,2,0,1,-1.0,-1.8369701987210294e-16,Evening (18-23),20,100,300,Ridge,old,mid,pickup,high,2,12y,5y+,"(-0.001, 2000000.0]","(1197.974, 1257.2]","(3830.6, 4682.0]",0
210,38,IN,500,999.52,0,MALE,JD,tech-support,other-relative,0,0,Vehicle Theft,Missing,Minor Damage,Police,VA,1,Missing,1,2,NO,8640,Accura,TL,1,1,0,0,0.1666666666666666,0.0833333333333333,0,5869,1,1,0,1998,12,4,0,0,1.0,6.123233995736766e-17,Morning (6-11),7,250,500,Ridge,mid,mid,other,low,0,20y,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(5658.2, 6660.4]",0
101,29,OH,500,1380.89,0,MALE,PhD,armed-forces,own-child,30000,-53000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,3,Missing,2,1,Missing,67210,BMW,X6,0,1,1,0,0.1818181818181818,0.1818181818181818,0,181,2,5,1,2014,8,3,0,0,0.0,1.0,Night (0-5),19,250,500,Ave,old,premium,other,high,2,0–6mo,5y+,"(-0.001, 2000000.0]","(1322.372, 1385.327]","(-0.001, 908.2]",1
153,37,IN,500,1010.77,0,MALE,High School,transport-moving,unmarried,52300,-55600,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,3,Missing,0,3,NO,42500,Volkswagen,Jetta,0,1,0,0,0.1,0.1,0,3354,1,4,0,2005,11,4,0,0,0.9659258262890684,0.2588190451025207,Night (0-5),16,500,1000,Lane,old,mid,other,medium,1,10y,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(2909.4, 3830.6]",0
337,53,OH,500,1205.86,0,MALE,Associate,armed-forces,wife,0,-34600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,1,YES,0,1,NO,86400,Accura,RSX,0,0,0,0,0.1666666666666666,0.0833333333333333,0,5386,2,6,1,2000,5,2,1,1,0.8660254037844387,-0.4999999999999998,Morning (6-11),14,100,300,Ave,old,mid,other,high,2,15y,5y+,"(-0.001, 2000000.0]","(1197.974, 1257.2]","(4682.0, 5658.2]",0
360,51,IL,1000,1526.61,0,MALE,Masters,handlers-cleaners,not-in-family,0,-32900,Vehicle Theft,Missing,Minor Damage,Police,SC,1,YES,2,2,Missing,4620,Dodge,RAM,1,0,1,0,0.1818181818181818,0.1818181818181818,1,4813,1,4,0,2001,11,4,0,1,0.9659258262890684,0.2588190451025207,Night (0-5),6,500,1000,Ridge,mid,mid,pickup,low,0,15y,5y+,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(4682.0, 5658.2]",0
428,53,IL,1000,1496.44,0,FEMALE,High School,tech-support,unmarried,0,0,Parked Car,Missing,Trivial Damage,Police,NC,1,YES,2,2,NO,6930,Honda,CRV,1,0,0,0,0.0909090909090909,0.1818181818181818,0,286,2,0,0,2014,5,2,1,1,0.7071067811865476,-0.7071067811865475,Morning (6-11),2,100,300,Ave,new,mid,suv,low,0,1y,5y+,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(-0.001, 908.2]",0
204,40,IL,500,1256.2,0,FEMALE,JD,sales,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,3,YES,1,2,YES,41700,Saab,95,0,0,0,0,0.2,0.2,0,8746,1,2,0,1991,1,1,0,0,0.4999999999999999,-0.8660254037844387,Morning (6-11),2,100,300,Lane,new,low,other,medium,1,20y+,5y+,"(-0.001, 2000000.0]","(1197.974, 1257.2]","(8444.2, 9172.0]",0
364,51,IL,500,1268.35,0,MALE,Masters,transport-moving,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,1,YES,2,1,NO,77330,Volkswagen,Jetta,0,0,0,0,0.1818181818181818,0.1818181818181818,1,8292,1,5,1,1992,4,2,0,0,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),1,100,300,Ave,new,mid,other,high,2,20y+,5y+,"(-0.001, 2000000.0]","(1257.2, 1322.372]","(7554.4, 8444.2]",0
185,35,IN,2000,1421.59,0,MALE,College,other-service,own-child,0,0,Vehicle Theft,Missing,Trivial Damage,Police,WV,1,Missing,2,3,YES,4950,Ford,F150,1,1,0,0,0.1818181818181818,0.0909090909090909,0,5446,1,5,1,2000,3,1,0,1,0.8660254037844387,-0.4999999999999998,Morning (6-11),4,500,1000,St,mid,mid,pickup,low,0,15y,5y+,"(-0.001, 2000000.0]","(1385.327, 1454.674]","(4682.0, 5658.2]",0
63,26,IL,500,1500.04,6000000,MALE,PhD,craft-repair,own-child,0,-36500,Vehicle Theft,Missing,Minor Damage,Police,NC,1,NO,0,2,YES,5160,Accura,TL,1,0,0,0,0.1666666666666666,0.1666666666666666,0,7064,2,4,0,1995,10,4,0,1,0.9659258262890684,0.2588190451025207,Night (0-5),11,500,1000,Hwy,old,mid,other,low,0,20y,5y+,"(2000000.0, 6000000.0]","(1454.674, 1564.724]","(6660.4, 7554.4]",0
210,35,IL,500,1433.24,0,FEMALE,College,exec-managerial,not-in-family,0,-19500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,3,NO,2,1,Missing,24570,Saab,95,0,0,1,0,0.1111111111111111,0.1111111111111111,1,303,2,6,1,2014,4,2,0,0,0.258819045102521,-0.9659258262890682,Morning (6-11),9,100,300,Lane,old,low,other,low,0,1y,5y+,"(-0.001, 2000000.0]","(1385.327, 1454.674]","(-0.001, 908.2]",0
194,38,IN,2000,1231.25,0,FEMALE,PhD,craft-repair,not-in-family,46500,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,3,Missing,1,0,Missing,53680,Toyota,Camry,0,1,1,0,0.0909090909090909,0.1818181818181818,0,1443,1,3,0,2011,1,1,0,0,-0.7071067811865475,-0.7071067811865477,Afternoon (12-17),4,100,300,Drive,mid,mid,sedan,medium,1,4y,5y+,"(-0.001, 2000000.0]","(1197.974, 1257.2]","(908.2, 1984.8]",0
294,49,IN,500,1135.43,0,MALE,Masters,farming-fishing,own-child,22700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,3,YES,1,1,YES,42900,Chevrolet,Malibu,0,0,0,0,0.0909090909090909,0.0909090909090909,0,6949,2,2,0,1996,1,1,0,0,-0.2588190451025207,0.9659258262890684,Evening (18-23),5,500,1000,Lane,mid,mid,sedan,medium,1,20y,5y+,"(-0.001, 2000000.0]","(1124.663, 1197.974]","(6660.4, 7554.4]",0
272,41,OH,2000,945.73,5000000,MALE,MD,protective-serv,wife,38600,-42800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,1,NO,0,0,NO,84100,Ford,Escape,0,0,0,0,0.2,0.1,1,8703,2,2,0,1991,4,2,0,0,-0.2588190451025207,0.9659258262890684,Evening (18-23),6,250,500,Hwy,mid,mid,other,high,2,20y+,5y+,"(2000000.0, 6000000.0]","(433.329, 953.9]","(8444.2, 9172.0]",0
27,27,IN,2000,1118.76,0,FEMALE,College,adm-clerical,own-child,0,-55800,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,1,Missing,1,3,Missing,61560,Ford,Fusion,0,1,1,0,0.1111111111111111,0.1111111111111111,0,4625,2,3,0,2002,6,2,0,0,-0.2588190451025207,0.9659258262890684,Evening (18-23),7,100,300,Ridge,mid,mid,other,high,2,15y,2–3y,"(-0.001, 2000000.0]","(1050.656, 1124.663]","(3830.6, 4682.0]",0
251,39,IN,2000,1231.98,0,FEMALE,Associate,other-service,not-in-family,0,-31700,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,1,YES,0,0,Missing,44240,Dodge,RAM,0,0,1,0,0.125,0.125,0,5753,1,3,0,1999,4,2,0,0,0.4999999999999999,-0.8660254037844387,Morning (6-11),18,500,1000,Ave,old,mid,pickup,medium,1,20y,5y+,"(-0.001, 2000000.0]","(1197.974, 1257.2]","(5658.2, 6660.4]",0
180,33,IN,2000,1005.47,0,FEMALE,JD,protective-serv,own-child,58100,-49000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,4,Missing,2,3,YES,57700,Jeep,Grand Cherokee,0,1,0,0,0.2,0.1,0,2128,2,6,1,2009,4,2,0,1,1.2246467991473532e-16,-1.0,Afternoon (12-17),13,500,1000,Ave,old,mid,other,medium,1,6y,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(1984.8, 2909.4]",0
392,50,OH,2000,1108.97,0,FEMALE,PhD,exec-managerial,not-in-family,68400,-66800,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,1,NO,2,2,YES,108030,Saab,92x,0,0,0,0,0.1538461538461538,0.1538461538461538,0,8546,1,2,0,1991,8,3,0,0,0.8660254037844386,0.5000000000000001,Night (0-5),13,100,300,Ridge,old,low,other,high,2,20y+,5y+,"(-0.001, 2000000.0]","(1050.656, 1124.663]","(8444.2, 9172.0]",0
143,30,IN,500,1392.39,5000000,FEMALE,High School,exec-managerial,unmarried,0,-65700,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,1,NO,2,0,YES,54300,Toyota,Highlander,0,0,0,0,0.2,0.1,0,8446,1,0,0,1991,11,4,0,0,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),5,100,300,Lane,mid,mid,suv,medium,1,20y+,5y+,"(2000000.0, 6000000.0]","(1385.327, 1454.674]","(8444.2, 9172.0]",1
371,54,IN,2000,1317.97,0,MALE,High School,craft-repair,wife,34700,-81000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,3,Missing,1,2,Missing,32280,Ford,Fusion,0,1,1,0,0.1666666666666666,0.1666666666666666,1,996,1,6,1,2012,4,2,0,1,-1.0,-1.8369701987210294e-16,Evening (18-23),5,100,300,Ridge,mid,mid,other,low,0,3y,5y+,"(-0.001, 2000000.0]","(1257.2, 1322.372]","(908.2, 1984.8]",1
292,42,IN,1000,1588.22,0,MALE,JD,machine-op-inspct,other-relative,0,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,3,YES,1,1,NO,84600,Chevrolet,Malibu,0,0,0,0,0.2,0.1,0,2874,1,3,0,2007,3,1,0,0,-0.7071067811865475,-0.7071067811865477,Afternoon (12-17),8,250,500,Lane,old,mid,sedan,high,2,8y,5y+,"(-0.001, 2000000.0]","(1564.724, 2047.59]","(1984.8, 2909.4]",0
165,35,IL,500,900.02,6000000,MALE,College,craft-repair,own-child,0,-49900,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,1,NO,1,3,YES,69700,BMW,3 Series,0,0,0,0,0.1,0.1,0,785,2,1,0,2012,12,4,0,0,0.8660254037844387,-0.4999999999999998,Morning (6-11),7,250,500,Hwy,mid,premium,other,high,2,3y,5y+,"(2000000.0, 6000000.0]","(433.329, 953.9]","(-0.001, 908.2]",0
158,33,OH,1000,1744.64,3000000,MALE,JD,prof-specialty,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,3,NO,0,1,NO,36400,Volkswagen,Jetta,0,0,0,0,0.1,0.2,0,413,2,5,1,2013,12,4,0,0,0.8660254037844386,0.5000000000000001,Night (0-5),17,100,300,Ridge,old,mid,other,medium,1,2y,5y+,"(2000000.0, 6000000.0]","(1564.724, 2047.59]","(-0.001, 908.2]",0
241,39,OH,1000,1260.56,0,FEMALE,JD,adm-clerical,own-child,0,-54900,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,3,NO,0,2,YES,37520,Jeep,Wrangler,0,0,0,0,0.125,0.125,0,3587,2,6,1,2005,4,2,0,0,-0.8660254037844386,0.5000000000000001,Evening (18-23),5,250,500,Lane,mid,mid,other,medium,1,10y,5y+,"(-0.001, 2000000.0]","(1257.2, 1322.372]","(2909.4, 3830.6]",0
103,33,OH,2000,1021.14,0,FEMALE,Masters,other-service,wife,69500,-47700,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,3,NO,2,3,Missing,79090,Dodge,RAM,0,0,1,0,0.1818181818181818,0.1818181818181818,0,7429,1,0,0,1994,9,3,1,1,0.2588190451025207,0.9659258262890684,Night (0-5),1,500,1000,Hwy,new,mid,pickup,high,2,20y+,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(6660.4, 7554.4]",0
402,54,OH,2000,1285.09,0,MALE,JD,farming-fishing,not-in-family,48000,-79600,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,1,NO,0,2,YES,67770,Mercedes,ML350,0,0,0,0,0.1111111111111111,0.2222222222222222,1,4214,2,5,1,2003,8,3,0,0,-0.9659258262890684,0.2588190451025203,Evening (18-23),2,250,500,Drive,new,premium,other,high,2,12y,5y+,"(-0.001, 2000000.0]","(1257.2, 1322.372]","(3830.6, 4682.0]",0
102,32,OH,500,1537.07,3000000,MALE,JD,tech-support,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,1,NO,1,0,NO,47400,Chevrolet,Silverado,0,0,0,0,0.2,0.1,1,155,2,2,0,2014,9,3,0,0,0.258819045102521,-0.9659258262890682,Morning (6-11),11,100,300,Lane,old,mid,pickup,medium,1,0–6mo,5y+,"(2000000.0, 6000000.0]","(1454.674, 1564.724]","(-0.001, 908.2]",0
182,40,IN,1000,1022.42,0,MALE,PhD,other-service,husband,50000,-56900,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,1,YES,0,2,Missing,71100,Audi,A3,0,0,1,0,0.1,0.2,0,1163,2,1,0,2011,12,4,0,1,-0.2588190451025203,-0.9659258262890684,Afternoon (12-17),7,100,300,Ridge,mid,premium,sedan,high,2,4y,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(908.2, 1984.8]",0
282,46,OH,2000,1558.86,0,MALE,MD,other-service,wife,51100,-75100,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,1,Missing,2,2,NO,69400,BMW,M5,0,1,0,0,0.2,0.1,0,8585,2,1,0,1991,8,3,0,1,0.4999999999999999,0.8660254037844387,Night (0-5),3,100,300,Ridge,new,premium,other,high,2,20y+,5y+,"(-0.001, 2000000.0]","(1454.674, 1564.724]","(8444.2, 9172.0]",0
222,39,OH,500,1757.87,0,MALE,High School,transport-moving,not-in-family,71400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,3,YES,2,1,Missing,55000,Saab,93,0,0,1,0,0.0909090909090909,0.1818181818181818,1,3975,1,5,1,2004,2,1,0,1,0.7071067811865476,-0.7071067811865475,Morning (6-11),19,500,1000,St,old,low,other,medium,1,12y,5y+,"(-0.001, 2000000.0]","(1564.724, 2047.59]","(3830.6, 4682.0]",0
415,52,IN,1000,973.5,0,MALE,PhD,machine-op-inspct,not-in-family,50400,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,2,YES,1,3,YES,51090,Toyota,Highlander,0,0,0,0,0.1538461538461538,0.1538461538461538,0,0,2,0,0,2015,2,1,0,1,-0.7071067811865475,-0.7071067811865477,Afternoon (12-17),12,250,500,Drive,old,mid,suv,medium,1,0–6mo,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(-0.001, 908.2]",0
51,34,OH,500,1430.8,0,MALE,PhD,machine-op-inspct,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,1,Missing,2,3,NO,64200,Honda,Civic,0,1,0,0,0.1,0.3,1,414,2,3,0,2013,12,4,0,1,-0.2588190451025207,0.9659258262890684,Evening (18-23),8,500,1000,Ridge,old,mid,other,high,2,2y,3–5y,"(-0.001, 2000000.0]","(1385.327, 1454.674]","(-0.001, 908.2]",0
255,45,IL,500,1192.27,0,MALE,High School,sales,own-child,0,-40200,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,1,NO,2,0,YES,67320,Ford,Fusion,0,0,0,0,0.1818181818181818,0.1818181818181818,0,8849,1,6,1,1990,10,4,0,0,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),9,500,1000,Drive,old,mid,other,high,2,20y+,5y+,"(-0.001, 2000000.0]","(1124.663, 1197.974]","(8444.2, 9172.0]",0
143,31,IL,500,1163.83,0,MALE,Associate,protective-serv,husband,37700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,4,YES,2,0,Missing,76120,Audi,A5,0,0,1,0,0.0909090909090909,0.1818181818181818,0,231,2,5,1,2014,7,3,0,0,-0.7071067811865477,0.7071067811865474,Evening (18-23),16,250,500,St,old,premium,sedan,high,2,1y,5y+,"(-0.001, 2000000.0]","(1124.663, 1197.974]","(-0.001, 908.2]",0
130,28,OH,1000,1003.15,0,FEMALE,JD,farming-fishing,other-relative,0,-38500,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,2,YES,2,1,NO,85020,Ford,Fusion,0,0,0,0,0.1538461538461538,0.1538461538461538,0,8460,1,4,0,1991,11,4,0,0,-0.7071067811865477,0.7071067811865474,Evening (18-23),5,500,1000,Drive,mid,mid,other,high,2,20y+,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(8444.2, 9172.0]",0
242,41,OH,2000,1153.54,6000000,MALE,Masters,protective-serv,unmarried,0,-57000,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,3,NO,0,1,Missing,68090,Toyota,Corolla,0,0,1,0,0.1818181818181818,0.1818181818181818,0,8899,2,3,0,1990,10,4,0,1,0.7071067811865475,0.7071067811865476,Night (0-5),6,250,500,Hwy,mid,mid,sedan,high,2,20y+,5y+,"(2000000.0, 6000000.0]","(1124.663, 1197.974]","(8444.2, 9172.0]",0
96,27,IL,1000,1631.1,0,FEMALE,High School,priv-house-serv,wife,0,0,Parked Car,Missing,Trivial Damage,Police,WV,1,Missing,1,2,NO,6030,Nissan,Pathfinder,1,1,0,0,0.1111111111111111,0.1111111111111111,0,2166,1,4,0,2009,2,1,0,0,0.8660254037844386,0.5000000000000001,Night (0-5),8,100,300,Lane,old,mid,suv,low,0,6y,5y+,"(-0.001, 2000000.0]","(1564.724, 2047.59]","(1984.8, 2909.4]",0
180,35,IL,1000,1252.48,0,MALE,MD,machine-op-inspct,wife,0,-55800,Vehicle Theft,Missing,Minor Damage,Missing,OH,1,Missing,1,3,NO,5100,Chevrolet,Malibu,1,1,0,1,0.2,0.1,0,3495,2,1,0,2005,7,3,0,0,-0.9659258262890684,-0.2588190451025206,Afternoon (12-17),15,500,1000,Lane,old,mid,sedan,low,0,10y,5y+,"(-0.001, 2000000.0]","(1197.974, 1257.2]","(2909.4, 3830.6]",0
150,30,IN,1000,1677.26,0,MALE,College,sales,own-child,40100,0,Vehicle Theft,Missing,Trivial Damage,Police,WV,1,YES,1,3,YES,4590,Volkswagen,Jetta,1,0,0,0,0.1111111111111111,0.1111111111111111,0,7609,1,5,1,1994,3,1,0,0,0.9659258262890684,-0.2588190451025208,Morning (6-11),2,100,300,Ave,new,mid,other,low,0,20y+,5y+,"(-0.001, 2000000.0]","(1564.724, 2047.59]","(7554.4, 8444.2]",0
463,59,IL,1000,979.73,0,FEMALE,JD,exec-managerial,not-in-family,51700,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,2,Missing,1,2,NO,72400,Chevrolet,Tahoe,0,1,0,0,0.1,0.2,1,7498,2,3,0,1994,8,3,0,1,-0.5000000000000001,-0.8660254037844386,Afternoon (12-17),16,250,500,St,old,mid,suv,high,2,20y+,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(6660.4, 7554.4]",0
472,64,IN,500,989.24,0,MALE,Masters,other-service,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,1,NO,2,3,NO,70900,Mercedes,ML350,0,0,0,0,0.2,0.1,0,910,2,5,1,2012,8,3,0,0,-0.2588190451025203,-0.9659258262890684,Afternoon (12-17),13,250,500,Ridge,old,premium,other,high,2,3y,5y+,"(-0.001, 2000000.0]","(953.9, 1050.656]","(908.2, 1984.8]",0
75,25,IL,1000,1389.86,0,FEMALE,Associate,priv-house-serv,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,2,Missing,2,3,YES,65100,Saab,93,0,1,0,0,0.1,0.1,0,1143,1,6,1,2011,12,4,0,1,-0.2588190451025207,0.9659258262890684,Evening (18-23),4,500,1000,Lane,mid,low,other,high,2,4y,5y+,"(-0.001, 2000000.0]","(1385.327, 1454.674]","(908.2, 1984.8]",1
193,40,OH,500,1233.85,0,FEMALE,College,handlers-cleaners,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,3,Missing,2,1,YES,64260,Ford,Escape,0,1,0,0,0.0,0.2222222222222222,0,3655,2,5,1,2005,2,1,0,0,-0.2588190451025207,0.9659258262890684,Evening (18-23),16,100,300,Hwy,old,mid,other,high,2,12y,5y+,"(-0.001, 2000000.0]","(1197.974, 1257.2]","(2909.4, 3830.6]",0
43,43,IL,500,1320.39,0,FEMALE,Associate,armed-forces,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,1,Missing,2,1,Missing,79970,Honda,CRV,0,1,1,0,0.0909090909090909,0.2727272727272727,1,6282,1,0,0,1997,11,4,1,1,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),19,500,1000,Hwy,old,mid,suv,high,2,20y,3–5y,"(-0.001, 2000000.0]","(1257.2, 1322.372]","(5658.2, 6660.4]",1
253,41,IN,1000,1435.09,0,FEMALE,College,machine-op-inspct,not-in-family,36600,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,1,NO,2,0,Missing,56610,Chevrolet,Tahoe,0,0,1,0,0.1111111111111111,0.1111111111111111,0,3918,1,6,1,2004,4,2,0,0,-0.9659258262890684,-0.2588190451025206,Afternoon (12-17),20,100,300,Hwy,old,mid,suv,medium,1,12y,5y+,"(-0.001, 2000000.0]","(1385.327, 1454.674]","(3830.6, 4682.0]",0
