months_as_customer,age,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,auto_make,auto_model,collision_type_missing,property_damage_missing,police_report_available_missing,authorities_contacted_missing,injury_share,property_share,target,days_since_bind,incident_month,incident_dow,incident_weekend,policy_bind_year,policy_bind_month,policy_bind_quarter,is_holiday,holiday_window_2d,hour_sin,hour_cos,hour_bin_4,vehicle_age,csl_per_person,csl_per_incident,street_type,vehicle_age_bucket,vehicle_tier,body_type
253,43,IL,500,1187.01,7000000,FEMALE,Associate,tech-support,exercise,unmarried,46300,-33000,Vehicle Theft,Missing,Trivial Damage,Police,NY,1,NO,0,1,Missing,3840,Chevrolet,Tahoe,1,0,1,0,0.16666666666666666,0.16666666666666666,0,8580,2,0,0,1991,8,3,0,1,0.7071067811865476,-0.7071067811865475,Morning (6-11),1,500,1000,Drive,new,mid,suv
280,43,IN,1000,1559.34,0,MALE,JD,transport-moving,hiking,own-child,0,-51600,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,1,NO,0,2,Missing,77000,Accura,RSX,0,0,1,0,0.18181818181818182,0.09090909090909091,0,938,2,1,0,2012,7,3,0,1,0.25881904510252074,0.9659258262890683,Night (0-5),11,100,300,Lane,old,mid,other
5,26,IL,2000,1137.02,0,FEMALE,PhD,farming-fishing,skydiving,not-in-family,31500,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,1,YES,1,3,Missing,88110,Audi,A5,0,0,1,0,0.18181818181818182,0.18181818181818182,0,182,1,6,1,2014,7,3,0,0,-0.5000000000000004,0.8660254037844384,Evening (18-23),12,250,500,Hwy,old,premium,sedan
220,42,IN,1000,1281.72,0,MALE,College,farming-fishing,hiking,other-relative,33500,-49500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,4,NO,0,2,YES,47740,Honda,Civic,0,0,0,0,0.09090909090909091,0.09090909090909091,0,7494,2,4,0,1994,8,3,0,1,-0.8660254037844386,0.5000000000000001,Evening (18-23),10,100,300,Drive,old,mid,other
85,30,OH,1000,796.35,0,FEMALE,MD,craft-repair,video-games,own-child,72400,-77000,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,3,YES,2,1,YES,58960,Ford,F150,0,0,0,0,0.09090909090909091,0.18181818181818182,0,4821,2,4,0,2001,12,4,0,0,0.7071067811865476,-0.7071067811865475,Morning (6-11),11,100,300,Ave,old,mid,pickup
266,46,OH,500,1270.02,0,FEMALE,Associate,tech-support,skydiving,own-child,0,-45800,Parked Car,Missing,Minor Damage,Police,NC,1,NO,1,2,Missing,2160,Toyota,Corolla,1,0,1,0,0.2222222222222222,0.1111111111111111,0,9066,1,3,0,1990,3,1,0,0,0.9659258262890683,0.25881904510252074,Night (0-5),11,250,500,Ridge,old,mid,sedan
41,26,IL,1000,1383.13,0,FEMALE,JD,prof-specialty,exercise,own-child,46700,0,Vehicle Theft,Missing,Trivial Damage,Police,SC,1,YES,1,1,Missing,6890,Jeep,Grand Cherokee,1,0,1,0,0.07692307692307693,0.15384615384615385,0,3259,2,5,1,2006,3,1,0,0,1.2246467991473532e-16,-1.0,Afternoon (12-17),18,100,300,Drive,old,mid,other
316,45,IL,2000,1290.74,5000000,FEMALE,High School,prof-specialty,kayaking,husband,58300,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,3,NO,2,0,YES,78870,Suburu,Legacy,0,0,0,0,0.09090909090909091,0.18181818181818182,0,416,2,3,0,2013,12,4,0,1,1.0,6.123233995736766e-17,Morning (6-11),2,100,300,Hwy,new,mid,other
285,47,IN,1000,1216.68,0,FEMALE,Masters,sales,basketball,other-relative,55100,0,Vehicle Theft,Missing,Trivial Damage,Police,SC,1,NO,1,1,NO,2700,Ford,F150,1,0,0,0,0.1111111111111111,0.1111111111111111,0,8499,1,1,0,1991,9,3,0,0,0.8660254037844387,-0.4999999999999998,Morning (6-11),2,100,300,Drive,new,mid,pickup
379,54,IL,500,1251.16,0,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,41400,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,1,Missing,0,1,NO,75960,Jeep,Grand Cherokee,0,1,0,0,0.08333333333333333,0.08333333333333333,0,4798,2,6,1,2001,12,4,0,1,-0.5000000000000001,-0.8660254037844386,Afternoon (12-17),5,100,300,Ridge,mid,mid,other
15,34,IN,2000,1586.41,0,FEMALE,High School,sales,video-games,other-relative,33500,-58900,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,1,YES,1,3,Missing,75570,BMW,X5,0,0,1,0,0.09090909090909091,0.18181818181818182,1,3575,1,1,0,2005,4,2,0,1,0.49999999999999994,-0.8660254037844387,Morning (6-11),5,250,500,St,mid,premium,suv
354,48,IL,2000,1526.11,5000000,FEMALE,Masters,sales,exercise,unmarried,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,1,Missing,2,3,YES,90240,Chevrolet,Malibu,0,1,0,0,0.16666666666666666,0.16666666666666666,0,4288,1,5,1,2003,4,2,0,1,1.2246467991473532e-16,-1.0,Afternoon (12-17),20,500,1000,Ridge,old,mid,sedan
342,53,IN,1000,1028.44,0,FEMALE,College,prof-specialty,dancing,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,1,Missing,0,0,NO,80960,Accura,MDX,0,1,0,0,0.18181818181818182,0.09090909090909091,0,3360,1,0,0,2005,11,4,0,0,1.2246467991473532e-16,-1.0,Afternoon (12-17),15,100,300,Lane,old,mid,other
169,38,IL,1000,1555.94,0,MALE,PhD,craft-repair,skydiving,own-child,23300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,3,NO,1,3,YES,79080,Mercedes,C300,0,0,0,0,0.08333333333333333,0.16666666666666666,0,3670,1,6,1,2005,1,1,0,0,1.2246467991473532e-16,-1.0,Afternoon (12-17),3,100,300,St,new,premium,sedan
339,49,IN,2000,1570.77,0,MALE,JD,adm-clerical,paintball,not-in-family,98800,-65300,Vehicle Theft,Missing,Minor Damage,Missing,SC,1,NO,0,3,NO,6820,Mercedes,ML350,1,0,0,1,0.18181818181818182,0.09090909090909091,0,7643,1,6,1,1994,2,1,0,1,-0.25881904510252035,-0.9659258262890684,Afternoon (12-17),6,500,1000,Ridge,mid,premium,other
259,42,OH,2000,1170.53,0,FEMALE,PhD,armed-forces,sleeping,wife,65000,-49200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,3,NO,1,2,YES,62590,Nissan,Pathfinder,0,0,0,0,0.09090909090909091,0.18181818181818182,0,6929,1,0,0,1996,1,1,0,0,-0.9659258262890683,-0.25881904510252063,Afternoon (12-17),9,100,300,St,old,mid,suv
65,23,OH,1000,1099.95,0,FEMALE,College,sales,dancing,wife,0,-71900,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,1,NO,1,0,YES,52400,Accura,MDX,0,0,0,0,0.125,0.125,1,5513,1,3,0,1999,12,4,0,0,-0.5000000000000001,-0.8660254037844386,Afternoon (12-17),10,250,500,Ridge,old,mid,other
254,46,IL,2000,1472.43,0,MALE,MD,tech-support,basketball,husband,0,-90600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,3,Missing,1,3,YES,63580,Volkswagen,Jetta,0,1,0,0,0.09090909090909091,0.18181818181818182,0,3831,1,5,1,2004,7,3,0,0,0.7071067811865475,0.7071067811865476,Night (0-5),11,250,500,Ridge,old,mid,other
440,55,IL,500,1275.62,0,FEMALE,Associate,priv-house-serv,reading,other-relative,0,-56200,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,3,YES,2,1,NO,61400,Nissan,Ultima,0,0,0,0,0.1,0.1,0,807,1,4,0,2012,11,4,0,0,-1.0,-1.8369701987210297e-16,Evening (18-23),20,250,500,Hwy,old,mid,sedan
478,63,IL,1000,1292.3,0,MALE,High School,adm-clerical,paintball,own-child,47600,0,Parked Car,Missing,Minor Damage,Missing,VA,1,YES,1,3,NO,4700,Dodge,Neon,1,0,0,1,0.2,0.1,1,2063,2,5,1,2009,6,2,0,0,0.9659258262890683,0.25881904510252074,Night (0-5),8,250,500,Lane,old,mid,other
230,44,IN,2000,1009.37,0,FEMALE,College,prof-specialty,hiking,other-relative,45400,-39400,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,1,NO,0,2,YES,74140,BMW,X5,0,0,0,0,0.18181818181818182,0.18181818181818182,0,5349,2,1,0,2000,6,2,0,1,-0.9659258262890684,0.2588190451025203,Evening (18-23),0,250,500,Ave,new,premium,suv
138,30,OH,500,1093.07,4000000,FEMALE,PhD,other-service,reading,wife,27700,-72400,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,1,Missing,2,2,NO,83160,Volkswagen,Jetta,0,1,0,0,0.08333333333333333,0.16666666666666666,0,4745,1,1,0,2002,1,1,0,0,0.0,1.0,Night (0-5),4,500,1000,Hwy,mid,mid,other
239,41,OH,1000,1325.44,7000000,FEMALE,JD,farming-fishing,paintball,other-relative,51400,-6300,Parked Car,Missing,Trivial Damage,Police,NC,1,Missing,0,2,YES,10790,Mercedes,E400,1,1,0,0,0.15384615384615385,0.07692307692307693,0,464,2,2,0,2013,11,4,0,1,-0.5000000000000004,0.8660254037844384,Evening (18-23),2,250,500,Drive,new,premium,other
93,31,IL,2000,1017.18,0,FEMALE,MD,prof-specialty,paintball,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,3,YES,1,3,NO,48070,Saab,92x,0,0,0,0,0.18181818181818182,0.18181818181818182,0,2591,2,1,0,2008,1,1,0,1,-0.7071067811865477,0.7071067811865474,Evening (18-23),1,100,300,Ave,new,low,other
37,25,OH,1000,1221.17,0,FEMALE,Masters,protective-serv,golf,not-in-family,49300,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,3,YES,0,0,YES,51030,Suburu,Impreza,0,0,0,0,0.1111111111111111,0.2222222222222222,0,4344,1,5,1,2003,3,1,0,0,0.8660254037844386,0.5000000000000001,Night (0-5),19,100,300,St,old,mid,other
254,40,IN,500,1927.87,0,MALE,MD,prof-specialty,yachting,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,1,YES,0,1,Missing,43280,Honda,Civic,0,0,1,0,0.0,0.125,1,7533,1,2,0,1994,6,2,0,1,0.49999999999999994,-0.8660254037844387,Morning (6-11),19,100,300,Lane,old,mid,other
131,29,IN,1000,978.27,0,FEMALE,Associate,sales,paintball,own-child,65700,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,1,Missing,1,3,NO,76400,Suburu,Forrestor,0,1,0,0,0.2,0.1,0,579,2,1,0,2013,7,3,0,1,0.9659258262890683,0.25881904510252074,Night (0-5),12,250,500,Ridge,old,mid,other
230,43,IN,2000,1221.14,0,MALE,MD,prof-specialty,board-games,wife,48100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,1,Missing,0,2,Missing,75460,Audi,A5,0,1,1,0,0.18181818181818182,0.18181818181818182,0,4574,1,2,0,2002,6,2,0,0,-0.25881904510252035,-0.9659258262890684,Afternoon (12-17),13,100,300,Ridge,old,premium,sedan
313,50,OH,2000,1255.62,0,MALE,MD,armed-forces,polo,unmarried,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,3,YES,2,1,YES,69000,Ford,F150,0,0,0,0,0.2,0.1,1,3869,2,0,0,2004,6,2,0,1,-1.0,-1.8369701987210297e-16,Evening (18-23),20,100,300,Ridge,old,mid,pickup
210,38,IN,500,999.52,0,MALE,JD,tech-support,golf,other-relative,0,0,Vehicle Theft,Missing,Minor Damage,Police,VA,1,Missing,1,2,NO,8640,Accura,TL,1,1,0,0,0.16666666666666666,0.08333333333333333,0,5869,1,1,0,1998,12,4,0,0,1.0,6.123233995736766e-17,Morning (6-11),7,250,500,Ridge,mid,mid,other
101,29,OH,500,1380.89,0,MALE,PhD,armed-forces,dancing,own-child,30000,-53000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,3,Missing,2,1,Missing,67210,BMW,X6,0,1,1,0,0.18181818181818182,0.18181818181818182,0,181,2,5,1,2014,8,3,0,0,0.0,1.0,Night (0-5),19,250,500,Ave,old,premium,other
153,37,IN,500,1010.77,0,MALE,High School,transport-moving,basketball,unmarried,52300,-55600,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,3,Missing,0,3,NO,42500,Volkswagen,Jetta,0,1,0,0,0.1,0.1,0,3354,1,4,0,2005,11,4,0,0,0.9659258262890683,0.25881904510252074,Night (0-5),16,500,1000,Lane,old,mid,other
337,53,OH,500,1205.86,0,MALE,Associate,armed-forces,basketball,wife,0,-34600,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,1,YES,0,1,NO,86400,Accura,RSX,0,0,0,0,0.16666666666666666,0.08333333333333333,0,5386,2,6,1,2000,5,2,1,1,0.8660254037844387,-0.4999999999999998,Morning (6-11),14,100,300,Ave,old,mid,other
360,51,IL,1000,1526.61,0,MALE,Masters,handlers-cleaners,chess,not-in-family,0,-32900,Vehicle Theft,Missing,Minor Damage,Police,SC,1,YES,2,2,Missing,4620,Dodge,RAM,1,0,1,0,0.18181818181818182,0.18181818181818182,1,4813,1,4,0,2001,11,4,0,1,0.9659258262890683,0.25881904510252074,Night (0-5),6,500,1000,Ridge,mid,mid,pickup
428,53,IL,1000,1496.44,0,FEMALE,High School,tech-support,camping,unmarried,0,0,Parked Car,Missing,Trivial Damage,Police,NC,1,YES,2,2,NO,6930,Honda,CRV,1,0,0,0,0.09090909090909091,0.18181818181818182,0,286,2,0,0,2014,5,2,1,1,0.7071067811865476,-0.7071067811865475,Morning (6-11),2,100,300,Ave,new,mid,suv
204,40,IL,500,1256.2,0,FEMALE,JD,sales,hiking,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,3,YES,1,2,YES,41700,Saab,95,0,0,0,0,0.2,0.2,0,8746,1,2,0,1991,1,1,0,0,0.49999999999999994,-0.8660254037844387,Morning (6-11),2,100,300,Lane,new,low,other
364,51,IL,500,1268.35,0,MALE,Masters,transport-moving,board-games,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,1,YES,2,1,NO,77330,Volkswagen,Jetta,0,0,0,0,0.18181818181818182,0.18181818181818182,1,8292,1,5,1,1992,4,2,0,0,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),1,100,300,Ave,new,mid,other
185,35,IN,2000,1421.59,0,MALE,College,other-service,sleeping,own-child,0,0,Vehicle Theft,Missing,Trivial Damage,Police,WV,1,Missing,2,3,YES,4950,Ford,F150,1,1,0,0,0.18181818181818182,0.09090909090909091,0,5446,1,5,1,2000,3,1,0,1,0.8660254037844387,-0.4999999999999998,Morning (6-11),4,500,1000,St,mid,mid,pickup
63,26,IL,500,1500.04,6000000,MALE,PhD,craft-repair,polo,own-child,0,-36500,Vehicle Theft,Missing,Minor Damage,Police,NC,1,NO,0,2,YES,5160,Accura,TL,1,0,0,0,0.16666666666666666,0.16666666666666666,0,7064,2,4,0,1995,10,4,0,1,0.9659258262890683,0.25881904510252074,Night (0-5),11,500,1000,Hwy,old,mid,other
210,35,IL,500,1433.24,0,FEMALE,College,exec-managerial,yachting,not-in-family,0,-19500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,3,NO,2,1,Missing,24570,Saab,95,0,0,1,0,0.1111111111111111,0.1111111111111111,1,303,2,6,1,2014,4,2,0,0,0.258819045102521,-0.9659258262890682,Morning (6-11),9,100,300,Lane,old,low,other
194,38,IN,2000,1231.25,0,FEMALE,PhD,craft-repair,movies,not-in-family,46500,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,3,Missing,1,0,Missing,53680,Toyota,Camry,0,1,1,0,0.09090909090909091,0.18181818181818182,0,1443,1,3,0,2011,1,1,0,0,-0.7071067811865475,-0.7071067811865477,Afternoon (12-17),4,100,300,Drive,mid,mid,sedan
294,49,IN,500,1135.43,0,MALE,Masters,farming-fishing,bungie-jumping,own-child,22700,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,3,YES,1,1,YES,42900,Chevrolet,Malibu,0,0,0,0,0.09090909090909091,0.09090909090909091,0,6949,2,2,0,1996,1,1,0,0,-0.2588190451025207,0.9659258262890683,Evening (18-23),5,500,1000,Lane,mid,mid,sedan
272,41,OH,2000,945.73,5000000,MALE,MD,protective-serv,chess,wife,38600,-42800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,1,NO,0,0,NO,84100,Ford,Escape,0,0,0,0,0.2,0.1,1,8703,2,2,0,1991,4,2,0,0,-0.2588190451025207,0.9659258262890683,Evening (18-23),6,250,500,Hwy,mid,mid,other
27,27,IN,2000,1118.76,0,FEMALE,College,adm-clerical,dancing,own-child,0,-55800,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,1,Missing,1,3,Missing,61560,Ford,Fusion,0,1,1,0,0.1111111111111111,0.1111111111111111,0,4625,2,3,0,2002,6,2,0,0,-0.2588190451025207,0.9659258262890683,Evening (18-23),7,100,300,Ridge,mid,mid,other
251,39,IN,2000,1231.98,0,FEMALE,Associate,other-service,hiking,not-in-family,0,-31700,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,1,YES,0,0,Missing,44240,Dodge,RAM,0,0,1,0,0.125,0.125,0,5753,1,3,0,1999,4,2,0,0,0.49999999999999994,-0.8660254037844387,Morning (6-11),18,500,1000,Ave,old,mid,pickup
180,33,IN,2000,1005.47,0,FEMALE,JD,protective-serv,hiking,own-child,58100,-49000,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,4,Missing,2,3,YES,57700,Jeep,Grand Cherokee,0,1,0,0,0.2,0.1,0,2128,2,6,1,2009,4,2,0,1,1.2246467991473532e-16,-1.0,Afternoon (12-17),13,500,1000,Ave,old,mid,other
392,50,OH,2000,1108.97,0,FEMALE,PhD,exec-managerial,exercise,not-in-family,68400,-66800,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,1,NO,2,2,YES,108030,Saab,92x,0,0,0,0,0.15384615384615385,0.15384615384615385,0,8546,1,2,0,1991,8,3,0,0,0.8660254037844386,0.5000000000000001,Night (0-5),13,100,300,Ridge,old,low,other
143,30,IN,500,1392.39,5000000,FEMALE,High School,exec-managerial,dancing,unmarried,0,-65700,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,1,NO,2,0,YES,54300,Toyota,Highlander,0,0,0,0,0.2,0.1,0,8446,1,0,0,1991,11,4,0,0,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),5,100,300,Lane,mid,mid,suv
371,54,IN,2000,1317.97,0,MALE,High School,craft-repair,movies,wife,34700,-81000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,3,Missing,1,2,Missing,32280,Ford,Fusion,0,1,1,0,0.16666666666666666,0.16666666666666666,1,996,1,6,1,2012,4,2,0,1,-1.0,-1.8369701987210297e-16,Evening (18-23),5,100,300,Ridge,mid,mid,other
292,42,IN,1000,1588.22,0,MALE,JD,machine-op-inspct,camping,other-relative,0,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,3,YES,1,1,NO,84600,Chevrolet,Malibu,0,0,0,0,0.2,0.1,0,2874,1,3,0,2007,3,1,0,0,-0.7071067811865475,-0.7071067811865477,Afternoon (12-17),8,250,500,Lane,old,mid,sedan
165,35,IL,500,900.02,6000000,MALE,College,craft-repair,camping,own-child,0,-49900,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,1,NO,1,3,YES,69700,BMW,3 Series,0,0,0,0,0.1,0.1,0,785,2,1,0,2012,12,4,0,0,0.8660254037844387,-0.4999999999999998,Morning (6-11),7,250,500,Hwy,mid,premium,other
158,33,OH,1000,1744.64,3000000,MALE,JD,prof-specialty,movies,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,3,NO,0,1,NO,36400,Volkswagen,Jetta,0,0,0,0,0.1,0.2,0,413,2,5,1,2013,12,4,0,0,0.8660254037844386,0.5000000000000001,Night (0-5),17,100,300,Ridge,old,mid,other
241,39,OH,1000,1260.56,0,FEMALE,JD,adm-clerical,paintball,own-child,0,-54900,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,3,NO,0,2,YES,37520,Jeep,Wrangler,0,0,0,0,0.125,0.125,0,3587,2,6,1,2005,4,2,0,0,-0.8660254037844386,0.5000000000000001,Evening (18-23),5,250,500,Lane,mid,mid,other
103,33,OH,2000,1021.14,0,FEMALE,Masters,other-service,paintball,wife,69500,-47700,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,3,NO,2,3,Missing,79090,Dodge,RAM,0,0,1,0,0.18181818181818182,0.18181818181818182,0,7429,1,0,0,1994,9,3,1,1,0.25881904510252074,0.9659258262890683,Night (0-5),1,500,1000,Hwy,new,mid,pickup
402,54,OH,2000,1285.09,0,MALE,JD,farming-fishing,board-games,not-in-family,48000,-79600,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,1,NO,0,2,YES,67770,Mercedes,ML350,0,0,0,0,0.1111111111111111,0.2222222222222222,1,4214,2,5,1,2003,8,3,0,0,-0.9659258262890684,0.2588190451025203,Evening (18-23),2,250,500,Drive,new,premium,other
102,32,OH,500,1537.07,3000000,MALE,JD,tech-support,chess,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,1,NO,1,0,NO,47400,Chevrolet,Silverado,0,0,0,0,0.2,0.1,1,155,2,2,0,2014,9,3,0,0,0.258819045102521,-0.9659258262890682,Morning (6-11),11,100,300,Lane,old,mid,pickup
182,40,IN,1000,1022.42,0,MALE,PhD,other-service,skydiving,husband,50000,-56900,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,1,YES,0,2,Missing,71100,Audi,A3,0,0,1,0,0.1,0.2,0,1163,2,1,0,2011,12,4,0,1,-0.25881904510252035,-0.9659258262890684,Afternoon (12-17),7,100,300,Ridge,mid,premium,sedan
282,46,OH,2000,1558.86,0,MALE,MD,other-service,dancing,wife,51100,-75100,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,1,Missing,2,2,NO,69400,BMW,M5,0,1,0,0,0.2,0.1,0,8585,2,1,0,1991,8,3,0,1,0.49999999999999994,0.8660254037844387,Night (0-5),3,100,300,Ridge,new,premium,other
222,39,OH,500,1757.87,0,MALE,High School,transport-moving,board-games,not-in-family,71400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,3,YES,2,1,Missing,55000,Saab,93,0,0,1,0,0.09090909090909091,0.18181818181818182,1,3975,1,5,1,2004,2,1,0,1,0.7071067811865476,-0.7071067811865475,Morning (6-11),19,500,1000,St,old,low,other
415,52,IN,1000,973.5,0,MALE,PhD,machine-op-inspct,polo,not-in-family,50400,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,2,YES,1,3,YES,51090,Toyota,Highlander,0,0,0,0,0.15384615384615385,0.15384615384615385,0,0,2,0,0,2015,2,1,0,1,-0.7071067811865475,-0.7071067811865477,Afternoon (12-17),12,250,500,Drive,old,mid,suv
51,34,OH,500,1430.8,0,MALE,PhD,machine-op-inspct,camping,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,1,Missing,2,3,NO,64200,Honda,Civic,0,1,0,0,0.1,0.3,1,414,2,3,0,2013,12,4,0,1,-0.2588190451025207,0.9659258262890683,Evening (18-23),8,500,1000,Ridge,old,mid,other
255,45,IL,500,1192.27,0,MALE,High School,sales,base-jumping,own-child,0,-40200,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,1,NO,2,0,YES,67320,Ford,Fusion,0,0,0,0,0.18181818181818182,0.18181818181818182,0,8849,1,6,1,1990,10,4,0,0,-0.8660254037844384,-0.5000000000000004,Afternoon (12-17),9,500,1000,Drive,old,mid,other
143,31,IL,500,1163.83,0,MALE,Associate,protective-serv,movies,husband,37700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,4,YES,2,0,Missing,76120,Audi,A5,0,0,1,0,0.09090909090909091,0.18181818181818182,0,231,2,5,1,2014,7,3,0,0,-0.7071067811865477,0.7071067811865474,Evening (18-23),16,250,500,St,old,premium,sedan
130,28,OH,1000,1003.15,0,FEMALE,JD,farming-fishing,movies,other-relative,0,-38500,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,2,YES,2,1,NO,85020,Ford,Fusion,0,0,0,0,0.15384615384615385,0.15384615384615385,0,8460,1,4,0,1991,11,4,0,0,-0.7071067811865477,0.7071067811865474,Evening (18-23),5,500,1000,Drive,mid,mid,other
242,41,OH,2000,1153.54,6000000,MALE,Masters,protective-serv,polo,unmarried,0,-57000,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,3,NO,0,1,Missing,68090,Toyota,Corolla,0,0,1,0,0.18181818181818182,0.18181818181818182,0,8899,2,3,0,1990,10,4,0,1,0.7071067811865475,0.7071067811865476,Night (0-5),6,250,500,Hwy,mid,mid,sedan
96,27,IL,1000,1631.1,0,FEMALE,High School,priv-house-serv,exercise,wife,0,0,Parked Car,Missing,Trivial Damage,Police,WV,1,Missing,1,2,NO,6030,Nissan,Pathfinder,1,1,0,0,0.1111111111111111,0.1111111111111111,0,2166,1,4,0,2009,2,1,0,0,0.8660254037844386,0.5000000000000001,Night (0-5),8,100,300,Lane,old,mid,suv
180,35,IL,1000,1252.48,0,MALE,MD,machine-op-inspct,yachting,wife,0,-55800,Vehicle Theft,Missing,Minor Damage,Missing,OH,1,Missing,1,3,NO,5100,Chevrolet,Malibu,1,1,0,1,0.2,0.1,0,3495,2,1,0,2005,7,3,0,0,-0.9659258262890683,-0.25881904510252063,Afternoon (12-17),15,500,1000,Lane,old,mid,sedan
150,30,IN,1000,1677.26,0,MALE,College,sales,yachting,own-child,40100,0,Vehicle Theft,Missing,Trivial Damage,Police,WV,1,YES,1,3,YES,4590,Volkswagen,Jetta,1,0,0,0,0.1111111111111111,0.1111111111111111,0,7609,1,5,1,1994,3,1,0,0,0.9659258262890683,-0.25881904510252085,Morning (6-11),2,100,300,Ave,new,mid,other
463,59,IL,1000,979.73,0,FEMALE,JD,exec-managerial,yachting,not-in-family,51700,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,2,Missing,1,2,NO,72400,Chevrolet,Tahoe,0,1,0,0,0.1,0.2,1,7498,2,3,0,1994,8,3,0,1,-0.5000000000000001,-0.8660254037844386,Afternoon (12-17),16,250,500,St,old,mid,suv
472,64,IN,500,989.24,0,MALE,Masters,other-service,skydiving,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,1,NO,2,3,NO,70900,Mercedes,ML350,0,0,0,0,0.2,0.1,0,910,2,5,1,2012,8,3,0,0,-0.25881904510252035,-0.9659258262890684,Afternoon (12-17),13,250,500,Ridge,old,premium,other
75,25,IL,1000,1389.86,0,FEMALE,Associate,priv-house-serv,hiking,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,2,Missing,2,3,YES,65100,Saab,93,0,1,0,0,0.1,0.1,0,1143,1,6,1,2011,12,4,0,1,-0.2588190451025207,0.9659258262890683,Evening (18-23),4,500,1000,Lane,mid,low,other
193,40,OH,500,1233.85,0,FEMALE,College,handlers-cleaners,chess,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,3,Missing,2,1,YES,64260,Ford,Escape,0,1,0,0,0.0,0.2222222222222222,0,3655,2,5,1,2005,2,1,0,0,-0.2588190451025207,0.9659258262890683,Evening (18-23),16,100,300,Hwy,old,mid,other
